chr10	98374279	98374279
chr10	98385372	98385372
chr10	98526290	98526290
chr10	98526381	98526381
chr10	98533943	98533943
chr10	98620709	98620709
chr10	98789683	98789683
chr10	98860752	98860752
chr10	9986857	9986857
chr10	99191294	99191294
chr10	99433245	99433245
chr10	99470704	99470704
chr10	99483169	99483169
chr10	99491292	99491292
chr10	99507777	99507777
chr10	99508770	99508770
chr10	99512157	99512157
chr10	99512448	99512448
chr10	99512568	99512568
chr10	99513308	99513308
chr10	99513309	99513309
chr10	99513789	99513789
chr10	99513888	99513888
chr10	99513893	99513893
chr10	99514276	99514276
chr10	99514301	99514301
chr10	99514668	99514668
chr10	99514808	99514808
chr10	99515495	99515495
chr10	99518342	99518342
chr10	99518841	99518841
chr10	99518944	99518944
chr10	99518968	99518968
chr10	99520522	99520522
chr10	99520911	99520911
chr10	99521172	99521172
chr10	99521426	99521426
chr10	99521511	99521511
chr10	99522234	99522234
chr10	99522443	99522443
chr10	99522718	99522718
chr10	99522744	99522744
chr10	99522796	99522796
chr10	99522847	99522847
chr10	99522848	99522848
chr10	99523571	99523571
chr10	99523573	99523573
chr10	99523632	99523632
chr10	99524480	99524480
chr10	99524588	99524588
chr10	99524813	99524813
chr10	99524880	99524880
chr10	99525194	99525194
chr10	99525359	99525359
chr10	99525893	99525893
chr10	99526238	99526238
chr10	99526450	99526450
chr10	99526500	99526500
chr10	99526723	99526723
chr10	99526738	99526738
chr10	99527091	99527091
chr10	99527302	99527302
chr10	99527608	99527608
chr10	99527924	99527924
chr10	99528007	99528007
chr10	99528028	99528028
chr10	99528187	99528187
chr10	99528263	99528263
chr10	99528342	99528342
chr10	99528361	99528361
chr10	99528481	99528481
chr10	99528590	99528590
chr10	99528927	99528927
chr10	99529048	99529048
chr10	99529178	99529178
chr10	99529366	99529366
chr10	99529554	99529554
chr10	99529841	99529841
chr10	99529896	99529896
chr10	99529978	99529978
chr10	99530241	99530241
chr10	99530270	99530270
chr10	99530544	99530544
chr10	99530594	99530594
chr10	99531232	99531232
chr10	99531546	99531546
chr10	99531610	99531610
chr10	99531715	99531715
chr10	99531836	99531836
chr10	99532271	99532271
chr10	99532633	99532633
chr10	99532698	99532698
chr10	99532727	99532727
chr10	99533561	99533561
chr10	99533584	99533584
chr10	99534099	99534099
chr10	99534367	99534367
chr10	99535179	99535179
chr10	99536106	99536106
chr10	99537968	99537968
chr10	99538694	99538694
chr10	99539045	99539045
chr10	99539315	99539315
chr10	99539839	99539839
chr10	99540070	99540070
chr10	99541276	99541276
chr10	99541336	99541336
chr10	99541601	99541601
chr10	99541922	99541922
chr10	99542512	99542512
chr10	99542771	99542771
chr10	99542971	99542971
chr10	99543653	99543653
chr10	99544109	99544109
chr10	99544146	99544146
chr10	99544692	99544692
chr10	99544882	99544882
chr10	99546318	99546318
chr10	99546327	99546327
chr10	99546387	99546387
chr10	99546515	99546515
chr10	99546528	99546528
chr10	99546817	99546817
chr10	99546943	99546943
chr10	99548473	99548473
chr10	99548771	99548771
chr10	99548899	99548899
chr10	99549133	99549133
chr10	99549287	99549287
chr10	99549348	99549348
chr10	99549674	99549674
chr10	99549676	99549676
chr10	99549752	99549752
chr10	99550744	99550744
chr10	99550757	99550757
chr10	99550791	99550791
chr10	99551057	99551057
chr10	99551108	99551108
chr10	99551235	99551235
chr10	99551414	99551414
chr10	99551642	99551642
chr10	99551819	99551819
chr10	99552133	99552133
chr10	99552535	99552535
chr10	99553266	99553266
chr10	99553680	99553680
chr10	99554043	99554043
chr10	99554185	99554185
chr10	99554265	99554265
chr10	99554534	99554534
chr10	99554701	99554701
chr10	99554871	99554871
chr10	99555276	99555276
chr10	99555409	99555409
chr10	99556385	99556385
chr10	99556548	99556548
chr10	99557206	99557206
chr10	99557320	99557320
chr10	99557410	99557410
chr10	99557418	99557418
chr10	99557776	99557776
chr10	99558189	99558189
chr10	99558882	99558882
chr10	99558945	99558945
chr10	99558995	99558995
chr10	99559118	99559118
chr10	99559327	99559327
chr10	99559389	99559389
chr10	99560363	99560363
chr10	99560855	99560855
chr10	99560904	99560904
chr10	99561446	99561446
chr10	99562254	99562254
chr10	99562351	99562351
chr10	99562435	99562435
chr10	99562666	99562666
chr10	99562798	99562798
chr10	99563915	99563915
chr10	99564123	99564123
chr10	99564219	99564219
chr10	99564296	99564296
chr10	99564608	99564608
chr10	99564679	99564679
chr10	99564750	99564750
chr10	99564823	99564823
chr10	99565901	99565901
chr10	99566040	99566040
chr10	99566043	99566043
chr10	99566111	99566111
chr10	99566158	99566158
chr10	99567642	99567642
chr10	99567835	99567835
chr10	99568094	99568094
chr10	99568261	99568261
chr10	99568559	99568559
chr10	99569213	99569213
chr10	99569267	99569267
chr10	99569325	99569325
chr10	99569401	99569401
chr10	99569668	99569668
chr10	99588586	99588586
chr10	99656890	99656890
chr10	99658610	99658610
chr10	100039997	100039997
chr10	100245863	100245863
chr10	100296259	100296259
chr10	100630970	100630970
chr10	100631323	100631323
chr10	100701157	100701157
chr10	100708269	100708269
chr10	100809115	100809115
chr10	100837545	100837545
chr10	10188431	10188431
chr10	101015270	101015270
chr10	10195596	10195596
chr10	101137902	101137902
chr10	101195140	101195140
chr10	101195800	101195800
chr10	101313409	101313409
chr10	101335249	101335249
chr10	101580324	101580324
chr10	102135182	102135182
chr10	102397954	102397954
chr10	102470399	102470399
chr10	102472959	102472959
chr10	102476724	102476724
chr10	102504350	102504350
chr10	102514572	102514572
chr10	102514973	102514973
chr10	102580094	102580094
chr10	102582130	102582130
chr10	102631277	102631277
chr10	102635328	102635328
chr10	10360578	10360578
chr10	102687872	102687872
chr10	102739089	102739089
chr10	102746008	102746008
chr10	102831636	102831636
chr10	102835663	102835663
chr10	102836092	102836092
chr10	102836639	102836639
chr10	102849919	102849919
chr10	102856906	102856906
chr10	102858938	102858938
chr10	102864718	102864718
chr10	102866213	102866213
chr10	102869116	102869116
chr10	102870655	102870655
chr10	102874350	102874350
chr10	102876519	102876519
chr10	102877751	102877751
chr10	102878235	102878235
chr10	102878723	102878723
chr10	102878966	102878966
chr10	102892566	102892566
chr10	102897491	102897491
chr10	102900247	102900247
chr10	102901488	102901488
chr10	102902701	102902701
chr10	102907000	102907000
chr10	102917369	102917369
chr10	102920221	102920221
chr10	102921386	102921386
chr10	102925542	102925542
chr10	102934160	102934160
chr10	102942897	102942897
chr10	102959339	102959339
chr10	102961369	102961369
chr10	102963863	102963863
chr10	102975609	102975609
chr10	102979422	102979422
chr10	102993203	102993203
chr10	102997952	102997952
chr10	103004514	103004514
chr10	103005737	103005737
chr10	103013607	103013607
chr10	103016151	103016151
chr10	103051942	103051942
chr10	103053140	103053140
chr10	103054405	103054405
chr10	103069345	103069345
chr10	103070036	103070036
chr10	103071062	103071062
chr10	103076290	103076290
chr10	103076754	103076754
chr10	103079395	103079395
chr10	103081210	103081210
chr10	103081722	103081722
chr10	103084392	103084392
chr10	103085115	103085115
chr10	103085686	103085686
chr10	103086421	103086421
chr10	103088366	103088366
chr10	103089359	103089359
chr10	103089711	103089711
chr10	103090875	103090875
chr10	103091078	103091078
chr10	103092132	103092132
chr10	103092155	103092155
chr10	103104857	103104857
chr10	103109281	103109281
chr10	103111447	103111447
chr10	103111604	103111604
chr10	103114004	103114004
chr10	103118786	103118786
chr10	103121016	103121016
chr10	103124451	103124451
chr10	103126617	103126617
chr10	103137497	103137497
chr10	103138144	103138144
